Common name,Species,Full taxonomy,Description
house sparrow,passer domesticus,Animalia_Chordata_Aves_Passeriformes_Passeridae_Passer_Passer domesticus,"House sparrows are small noisy birds found in most parts of the world. Their plumage is mostly different shades of grey and brown. Females and young birds are colored pale brown and grey, and males have brighter black, white, and brown markings. Because of their numbers, ubiquity, and association with human settlements, House sparrows are culturally prominent. They are extensively, and usually unsuccessfully, persecuted as agricultural pests. They have also often been kept as a pet, as well as being a food item."
green vine snake,oxybelis fulgidus,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Serpentes_Colubridae_Oxybelis_Oxybelis fulgidus,"The Green vine snake is a mildly venomous arboreal colubrid snake native to Central America and northern South America. It is bright green dorsally, and yellowish-green ventrally and on the upper lip. There is a narrow yellowish-white stripe along each side of the belly and tail. The head is aerodynamically shaped and very pointy, the mouth is very large and extends almost the whole length of the head. The tail is long and very delicate but mostly used to hold on while reaching for prey."
mountain zebra,equus zebra,Animalia_Chordata_Vertebrata_Mammalia_Perissodactyla_Equidae_Equus_Hippotigris_Equus zebra,"The Mountain zebra is truly a symbol of Africa. The species is so called due to its amazing climbing ability, allowing it to easily take over steep, rugged surfaces. This ungulate has developed considerably tougher and more pointed hooves than these of other equine species. This is one of the best-known are easily recognizable species of the horse family. The body of this animal is covered with black and white stripes. The mane is short and straight. Another distinctive characteristic of this species is ‘grid iron’, narrow stripes, running through its rump. Additionally, the Mountain zebras possess so-called 'dewlap"" - a thin piece of skin on their throat. The dewlap is more conspicuous in males."
crab-plover,dromas ardeola,Animalia_Chordata_Aves_Charadriiformes_Lari_Dromadidae_Dromas_Dromas ardeola,The Crab-plover is the only member of its genus and is unique among waders in making use of ground warmth to aid incubation of the eggs. This bird resembles a plover but has very long grey legs and a strong heavy black bill similar to a tern. Its black-and-white plumage and long-necked upright posture with heavy bill make it distinctive and unmistakable. Its bill is unique among waders and specialized for eating crabs. It has partially webbed toes. The plumage is white except for black on its back and in the primary feathers of the wings.
inca dove,columbina inca,Animalia_Chordata_Aves_Columbiformes_Columbidae_Columbina_Columbina inca,"The small Inca dove is a unique looking New World dove. Each feather has two tones of gray, the main part being light gray and the tip a darker gray, which gives the bird a scaly look. Its tail is edged with white feathers. In flight, this dove fans out the tail, so the white edges can be seen. In flight, the chestnut wing patches can also be seen. Juveniles look similar to their parents but lack the scaled edges to their feathers and have yellow eyes instead of dark red, and they also lack chestnut colored primaries."
rusty-spotted cat,prionailurus rubiginosus,Animalia_Chordata_Vertebrata_Mammalia_Carnivora_Feliformia_Felidae_Prionailurus_Prionailurus rubiginosus,"The Rusty-spotted cat is another small cat about which not much is known. They are smaller than a house cat and have a slender body. Described as a ‘washed-out’ smaller version of the leopard cat, their more rusty colored tail measures about half the length of their body, and is thick with less distinct spots. Their faces feature two dark streaks and there are also four dark streaks that run from their nape to the top of their head. The eyes of this cat are quite large and their irises are amber to grayish brown. Their ears are rounded and short and, with rufous gray on the backs and with spots of light colored basal."
blue whale,balaenoptera musculus,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Cetacea_Balaenopteridae_Balaenoptera_Balaenoptera musculus,"The Blue whale has a huge long, slim, narrow body. Its skin is hairless and smooth, and is grayish blue, lighter on the underside, with a series of grooves on their throats. Its large tail is straight, splitting at the end into two rubbery flukes. Blue whales are part of the ""baleen whales"" group, having, instead of teeth, up to 395 hard, bristly baleen plates that descend from the upper jaw. These plates are used to filter seawater for food. They have two blow-holes which expel stale air and sea water out of the top of their heads when they come up to the surface to breathe."
tayra,eira barbara,Animalia_Chordata_Vertebrata_Mammalia_Carnivora_Caniformia_Mustelidae_Eira_Eira barbara,"The Tayra is a forest-dwelling mammal native to the Americas. These animals belong to the weasel family. They have long, slender bodies with an appearance similar to weasels and martens. Males are larger, and slightly more muscular, than females. They have short, dark brown to black fur which is relatively uniform across the body, limbs, and tail, except for a yellow or orange spot on the chest. The fur on the head and neck is much paler, typically tan or greyish in color. Albino or yellowish individuals are also known and are not rare among tayras. Their feet have toes of unequal length with tips that form a strongly curved line when held together. The claws are short and curved, but strong, being adapted for climbing and running rather than digging. The pads of the feet are hairless but are surrounded by stiff sensory hairs. The head has small, rounded ears, long whiskers, and black eyes with a blue-green shine."
southern three-banded armadillo,tolypeutes matacus,Animalia_Chordata_Vertebrata_Mammalia_Cingulata_Chlamyphoridae_Tolypeutinae_Tolypeutes_Tolypeutes matacus,"Southern three-banded armadillos are the only species of armadillos that can roll into a complete ball to defend themselves. They have three bands that cover the back of the animal, its tail and head together. This allows it to protect its underbelly, limbs, eyes, nose and ears from predators. The shell covering its body is armored and the outer layer is made out of keratin. Southern three-banded armadillos have three middle toes on the back feet. They are grown together and have a thick claw. The forefeet toes are seperated and have 4 claws. These armadillos are typically a yellow or brownish color."
king colobus,colobus polykomos,Animalia_Chordata_Vertebrata_Mammalia_Primates_Haplorhini_Simiiformes_Cercopithecidae_Colobus_Colobus polykomos,"The King colobus is a native African primate. This species is otherwise called the 'western black-and-white colobus' due to the black overall coloration of its body, contrasting with white colored chest and whiskers. This Old World monkey exhibits a prominent skull and a small rounded projection instead of the thumb. The King colobus displays oval eye-sockets and narrow superciliary ridges. The extensile nasal skin of this animal can extend to its mouth. This primate has complex sacculated stomach, but lacks pouches on its cheeks."
